OBJECTID,街道名称,绿地面积（m2）
480,提篮桥街道,16.46050000000
481,提篮桥街道,28.80460000000
482,提篮桥街道,20.57480000000
483,提篮桥街道,8.22922000000
484,提篮桥街道,28.79870000000
485,提篮桥街道,1.37083000000
486,提篮桥街道,6.16938000000
487,提篮桥街道,1.37079000000
488,提篮桥街道,8.22881000000
489,提篮桥街道,8.22658000000
490,提篮桥街道,8.22638000000
491,提篮桥街道,4.11451000000
492,提篮桥街道,0.27373300000
493,提篮桥街道,63.76780000000
494,提篮桥街道,12.34370000000
495,提篮桥街道,2.05730000000
496,提篮桥街道,20.56900000000
497,提篮桥街道,53.48400000000
498,提篮桥街道,8.22942000000
499,提篮桥街道,8.22780000000
500,提篮桥街道,6.16816000000
501,提篮桥街道,30.85190000000
502,提篮桥街道,226.28100000000
503,提篮桥街道,65.82020000000
504,提篮桥街道,12.33840000000
505,提篮桥街道,141.93300000000
506,提篮桥街道,16.45730000000
507,提篮桥街道,24.68370000000
508,提篮桥街道,12.34490000000
509,提篮桥街道,8.22902000000
510,提篮桥街道,59.65580000000
511,提篮桥街道,10.28650000000
512,提篮桥街道,61.70890000000
513,提篮桥街道,16.45730000000
514,提篮桥街道,39.08660000000
515,提篮桥街道,26.74480000000
516,提篮桥街道,30.85950000000
517,提篮桥街道,6.17171000000
518,提篮桥街道,207.77500000000
519,提篮桥街道,3567.03000000000
520,提篮桥街道,30.85930000000
521,提篮桥街道,61.71180000000
522,提篮桥街道,41.14350000000
523,提篮桥街道,20.56990000000
524,提篮桥街道,207.77600000000
525,提篮桥街道,298.28400000000
526,提篮桥街道,294.16600000000
527,提篮桥街道,10.28220000000
528,提篮桥街道,833.10600000000
529,提篮桥街道,69.94520000000
530,提篮桥街道,6.17110000000
531,提篮桥街道,156.33600000000
532,提篮桥街道,4.11197000000
533,提篮桥街道,51.42550000000
534,提篮桥街道,102.85900000000
535,提篮桥街道,18.51230000000
536,提篮桥街道,53.47870000000
537,提篮桥街道,8.22881000000
538,提篮桥街道,26.74600000000
539,提篮桥街道,6.17202000000
540,提篮桥街道,20.57150000000
541,提篮桥街道,187.19900000000
542,提篮桥街道,8.22942000000
543,提篮桥街道,10.28370000000
544,提篮桥街道,12.34030000000
545,提篮桥街道,164.55600000000
546,提篮桥街道,55.54250000000
547,提篮桥街道,24.68760000000
548,提篮桥街道,16.45600000000
549,提篮桥街道,94.63420000000
550,提篮桥街道,4.11512000000
551,提篮桥街道,12.34030000000
552,提篮桥街道,12.34220000000
553,提篮桥街道,8.22800000000
554,提篮桥街道,57.59230000000
555,提篮桥街道,8.22861000000
556,提篮桥街道,16.45460000000
557,提篮桥街道,0.47091700000
558,提篮桥街道,8.22780000000
559,提篮桥街道,78.16320000000
560,提篮桥街道,12.34310000000
561,提篮桥街道,11.16470000000
562,提篮桥街道,71.99380000000
563,提篮桥街道,24.68620000000
564,提篮桥街道,242.73900000000
565,提篮桥街道,12.34490000000
566,提篮桥街道,10.28550000000
567,提篮桥街道,10.28790000000
568,提篮桥街道,438.16100000000
569,提篮桥街道,67.88140000000
570,提篮桥街道,24.68140000000
571,提篮桥街道,117.25100000000
572,提篮桥街道,45.25570000000
573,提篮桥街道,265.35400000000
574,提篮桥街道,72.00880000000
575,提篮桥街道,57.60890000000
576,提篮桥街道,12.34580000000
577,提篮桥街道,8.23044000000
578,提篮桥街道,28.79950000000
579,提篮桥街道,28.39190000000
580,提篮桥街道,8.22780000000
581,提篮桥街道,146.05600000000
582,提篮桥街道,8.22658000000
583,提篮桥街道,1003.84000000000
584,提篮桥街道,2291.93000000000
585,提篮桥街道,8.22902000000
586,提篮桥街道,345.59300000000
587,提篮桥街道,20.56730000000
588,提篮桥街道,45.25870000000
589,提篮桥街道,368.23100000000
590,提篮桥街道,43.20200000000
591,提篮桥街道,20.56790000000
592,提篮桥街道,382.62300000000
593,提篮桥街道,493.68300000000
594,提篮桥街道,355.88200000000
595,提篮桥街道,80.23170000000
596,提篮桥街道,8.22638000000
597,提篮桥街道,43.19560000000
598,提篮桥街道,699.41000000000
599,提篮桥街道,84.34170000000
600,提篮桥街道,88.43590000000
601,提篮桥街道,211.89100000000
602,提篮桥街道,4.11532000000
603,提篮桥街道,143.99000000000
604,提篮桥街道,8.22638000000
605,提篮桥街道,283.87800000000
606,提篮桥街道,8.23023000000
607,提篮桥街道,166.62400000000
608,提篮桥街道,2.05730000000
609,提篮桥街道,195.43100000000
610,提篮桥街道,12.34490000000
611,提篮桥街道,8.22922000000
612,提篮桥街道,6.17303000000
613,提篮桥街道,20.57130000000
614,提篮桥街道,253.02600000000
615,提篮桥街道,8.22658000000
616,提篮桥街道,14.40190000000
617,提篮桥街道,510.16400000000
618,提篮桥街道,26.74130000000
619,提篮桥街道,63.76930000000
620,提篮桥街道,8.22536000000
621,提篮桥街道,69.94060000000
622,提篮桥街道,10.28640000000
623,提篮桥街道,263.30300000000
624,提篮桥街道,127.54500000000
625,提篮桥街道,78.16630000000
626,提篮桥街道,96.68160000000
627,提篮桥街道,133.70200000000
628,提篮桥街道,10.28540000000
629,提篮桥街道,32.90850000000
630,提篮桥街道,18.51150000000
631,提篮桥街道,34.96920000000
632,提篮桥街道,4.11329000000
633,提篮桥街道,34.97130000000
634,提篮桥街道,67.88580000000
635,提篮桥街道,8.22922000000
636,提篮桥街道,6.16948000000
637,提篮桥街道,59.67030000000
638,提篮桥街道,8.23165000000
639,提篮桥街道,88.46230000000
640,提篮桥街道,84.34790000000
641,提篮桥街道,41.13620000000
642,提篮桥街道,80.22910000000
643,提篮桥街道,158.39400000000
644,提篮桥街道,32.91690000000
645,提篮桥街道,45.25380000000
646,提篮桥街道,8.22902000000
647,提篮桥街道,20.57190000000
648,提篮桥街道,259.20500000000
649,提篮桥街道,8.22780000000
650,提篮桥街道,18.51090000000
651,提篮桥街道,30.85170000000
652,提篮桥街道,193.37400000000
653,提篮桥街道,28.79730000000
654,提篮桥街道,39.07860000000
655,提篮桥街道,41.13640000000
656,提篮桥街道,102.85500000000
657,提篮桥街道,61.70660000000
658,提篮桥街道,8.22912000000
659,提篮桥街道,53.47950000000
660,提篮桥街道,382.59200000000
661,提篮桥街道,2.05720000000
662,提篮桥街道,2.05791000000
663,提篮桥街道,8.23044000000
664,提篮桥街道,658.28100000000
665,提篮桥街道,67.88620000000
666,提篮桥街道,8.22922000000
667,提篮桥街道,8.22922000000
668,提篮桥街道,499.86500000000
669,提篮桥街道,8.22780000000
670,提篮桥街道,78.16560000000
671,提篮桥街道,12.34000000000
672,提篮桥街道,90.50900000000
673,提篮桥街道,74.06400000000
674,提篮桥街道,16.45450000000
675,提篮桥街道,6.16928000000
676,提篮桥街道,205.70900000000
677,提篮桥街道,20.57230000000
678,提篮桥街道,240.67000000000
679,提篮桥街道,65.81790000000
680,提篮桥街道,18.51290000000
681,提篮桥街道,12.34280000000
682,提篮桥街道,987.40700000000
683,提篮桥街道,28.80090000000
684,提篮桥街道,78.17240000000
685,提篮桥街道,4.11461000000
686,提篮桥街道,37.02480000000
687,提篮桥街道,16.45250000000
688,提篮桥街道,121.36700000000
689,提篮桥街道,8.22800000000
690,提篮桥街道,22.63130000000
691,提篮桥街道,18.51320000000
692,提篮桥街道,855.76600000000
693,提篮桥街道,1701.23000000000
694,提篮桥街道,74.06540000000
695,提篮桥街道,6.17060000000
696,提篮桥街道,10.28470000000
697,提篮桥街道,8.22800000000
698,提篮桥街道,18.51390000000
699,提篮桥街道,24.68020000000
700,提篮桥街道,209.82700000000
701,提篮桥街道,623.29900000000
702,提篮桥街道,24.68590000000
703,提篮桥街道,55.55050000000
704,提篮桥街道,49.37280000000
705,提篮桥街道,226.28400000000
706,提篮桥街道,1242.46000000000
707,提篮桥街道,20.56560000000
708,提篮桥街道,20.56820000000
709,提篮桥街道,440.21600000000
710,提篮桥街道,61.70720000000
711,提篮桥街道,14.40310000000
712,提篮桥街道,8.22800000000
713,提篮桥街道,283.86400000000
714,提篮桥街道,34.97440000000
715,提篮桥街道,2.05720000000
716,提篮桥街道,263.31300000000
717,提篮桥街道,106.97400000000
718,提篮桥街道,623.30700000000
719,提篮桥街道,41.14770000000
720,提篮桥街道,4.11339000000
721,提篮桥街道,8.22780000000
722,提篮桥街道,8.23145000000
723,提篮桥街道,213.94300000000
724,提篮桥街道,32.90280000000
725,提篮桥街道,4.11329000000
726,提篮桥街道,76.11050000000
727,提篮桥街道,392.90400000000
728,提篮桥街道,14.40160000000
729,提篮桥街道,8.22415000000
730,提篮桥街道,8.22780000000
731,提篮桥街道,24.68190000000
732,提篮桥街道,16.45360000000
733,提篮桥街道,22.62890000000
734,提篮桥街道,32.91090000000
735,提篮桥街道,8.23003000000
736,提篮桥街道,6.17262000000
737,提篮桥街道,335.30300000000
738,提篮桥街道,55.53750000000
739,提篮桥街道,69.93770000000
740,提篮桥街道,4.11461000000
741,提篮桥街道,14.39620000000
742,提篮桥街道,18.51180000000
743,提篮桥街道,32.91160000000
744,提篮桥街道,18.51540000000
745,提篮桥街道,45.25740000000
746,提篮桥街道,24.68620000000
747,提篮桥街道,8.22881000000
748,提篮桥街道,86.39170000000
749,提篮桥街道,8.22800000000
750,提篮桥街道,8.22678000000
751,提篮桥街道,98.73560000000
752,提篮桥街道,74.05620000000
753,提篮桥街道,82.27480000000
754,提篮桥街道,63.76690000000
755,提篮桥街道,215.99000000000
756,提篮桥街道,4.11218000000
757,提篮桥街道,390.83000000000
758,提篮桥街道,563.63300000000
759,提篮桥街道,146.03900000000
760,提篮桥街道,18.51320000000
761,提篮桥街道,6.17181000000
762,提篮桥街道,8.22638000000
763,提篮桥街道,12.34310000000
764,提篮桥街道,100.79600000000
765,提篮桥街道,57.59890000000
766,提篮桥街道,267.42400000000
767,提篮桥街道,12.34070000000
768,提篮桥街道,12.34070000000
769,提篮桥街道,18.51000000000
770,提篮桥街道,218.07000000000
771,提篮桥街道,59.65220000000
772,提篮桥街道,20.56780000000
773,提篮桥街道,30.85640000000
774,提篮桥街道,141.95000000000
775,提篮桥街道,100.79100000000
776,提篮桥街道,6.17161000000
777,提篮桥街道,12.34220000000
778,提篮桥街道,37.02540000000
779,提篮桥街道,22.62840000000
780,提篮桥街道,8.22780000000
781,提篮桥街道,88.44910000000
782,提篮桥街道,8.23023000000
783,提篮桥街道,30.85860000000
784,提篮桥街道,32.91890000000
785,提篮桥街道,8.22983000000
786,提篮桥街道,26.73730000000
787,提篮桥街道,8.22466000000
788,提篮桥街道,376.45600000000
789,提篮桥街道,281.81300000000
790,提篮桥街道,80.23210000000
791,提篮桥街道,32.91650000000
792,提篮桥街道,3694.50000000000
793,提篮桥街道,927.74500000000
794,提篮桥街道,106.98100000000
795,提篮桥街道,557.50600000000
796,提篮桥街道,53.48570000000
797,提篮桥街道,12.34570000000
798,提篮桥街道,6.17364000000
799,提篮桥街道,49.36910000000
800,提篮桥街道,47.31980000000
801,提篮桥街道,96.68370000000
802,提篮桥街道,22.62760000000
803,提篮桥街道,16.45560000000
804,提篮桥街道,20.56910000000
805,提篮桥街道,170.73300000000
806,提篮桥街道,8.22983000000
807,提篮桥街道,8.22658000000
808,提篮桥街道,24.68450000000
809,提篮桥街道,265.35900000000
810,提篮桥街道,37.01930000000
811,提篮桥街道,8.22922000000
812,提篮桥街道,6.17313000000
813,提篮桥街道,12.34710000000
814,提篮桥街道,80.23650000000
815,提篮桥街道,16.45230000000
816,提篮桥街道,201.59400000000
817,提篮桥街道,65.82930000000
818,提篮桥街道,2098.23000000000
